,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,math_grades,reading_grades,writing_grades
876,male,group D,some college,standard,none,81,82,84,Good(B),Good(B),Good(B)
877,male,group C,some high school,standard,none,57,61,54,Sufficient(D),Sufficient(D),Sufficient(D)
878,female,group D,some high school,standard,none,59,72,80,Sufficient(D),Satisfactory(C),Good(B)
879,female,group D,associate's degree,standard,none,64,76,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
880,male,group C,bachelor's degree,standard,completed,63,64,66,Sufficient(D),Satisfactory(C),Satisfactory(C)
881,female,group E,bachelor's degree,standard,completed,71,70,70,Satisfactory(C),Satisfactory(C),Satisfactory(C)
882,female,group B,high school,free/reduced,none,64,73,71,Satisfactory(C),Satisfactory(C),Satisfactory(C)
883,male,group D,bachelor's degree,free/reduced,none,55,46,44,Sufficient(D),Fail(F),Fail(F)
884,female,group E,associate's degree,standard,none,51,51,54,Sufficient(D),Sufficient(D),Sufficient(D)
885,female,group C,associate's degree,standard,completed,62,76,80,Sufficient(D),Satisfactory(C),Good(B)
886,female,group E,associate's degree,standard,completed,93,100,95,Really good(A),Really good(A),Really good(A)
887,male,group C,high school,free/reduced,none,54,72,59,Sufficient(D),Satisfactory(C),Sufficient(D)
888,female,group D,some college,free/reduced,none,69,65,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
889,male,group D,high school,free/reduced,none,44,51,48,Fail(F),Sufficient(D),Fail(F)
890,female,group E,some college,standard,completed,86,85,91,Good(B),Good(B),Really good(A)
891,female,group E,associate's degree,standard,none,85,92,85,Good(B),Really good(A),Good(B)
892,female,group A,master's degree,free/reduced,none,50,67,73,Fail(F),Satisfactory(C),Satisfactory(C)
893,male,group D,some high school,standard,completed,88,74,75,Good(B),Satisfactory(C),Satisfactory(C)
894,female,group E,associate's degree,standard,none,59,62,69,Sufficient(D),Sufficient(D),Satisfactory(C)
895,female,group E,some high school,free/reduced,none,32,34,38,Fail(F),Fail(F),Fail(F)
896,male,group B,high school,free/reduced,none,36,29,27,Fail(F),Fail(F),Fail(F)
897,female,group B,some high school,free/reduced,completed,63,78,79,Sufficient(D),Satisfactory(C),Satisfactory(C)
898,male,group D,associate's degree,standard,completed,67,54,63,Satisfactory(C),Sufficient(D),Sufficient(D)
899,female,group D,some high school,standard,completed,65,78,82,Satisfactory(C),Satisfactory(C),Good(B)
900,male,group D,master's degree,standard,none,85,84,89,Good(B),Good(B),Good(B)
901,female,group C,master's degree,standard,none,73,78,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
902,female,group A,high school,free/reduced,completed,34,48,41,Fail(F),Fail(F),Fail(F)
903,female,group D,bachelor's degree,free/reduced,completed,93,100,100,Really good(A),Really good(A),Really good(A)
904,female,group D,some high school,free/reduced,none,67,84,84,Satisfactory(C),Good(B),Good(B)
905,male,group D,some college,standard,none,88,77,77,Good(B),Satisfactory(C),Satisfactory(C)
906,male,group B,high school,standard,none,57,48,51,Sufficient(D),Fail(F),Sufficient(D)
907,female,group D,some college,standard,completed,79,84,91,Satisfactory(C),Good(B),Really good(A)
908,female,group C,bachelor's degree,free/reduced,none,67,75,72,Satisfactory(C),Satisfactory(C),Satisfactory(C)
909,male,group E,bachelor's degree,standard,completed,70,64,70,Satisfactory(C),Satisfactory(C),Satisfactory(C)
910,male,group D,bachelor's degree,free/reduced,none,50,42,48,Fail(F),Fail(F),Fail(F)
911,female,group A,some college,standard,none,69,84,82,Satisfactory(C),Good(B),Good(B)
912,female,group C,bachelor's degree,standard,completed,52,61,66,Sufficient(D),Sufficient(D),Satisfactory(C)
913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,Fail(F),Sufficient(D),Satisfactory(C)
914,female,group B,associate's degree,free/reduced,none,46,61,55,Fail(F),Sufficient(D),Sufficient(D)
915,female,group E,some college,standard,none,68,70,66,Satisfactory(C),Satisfactory(C),Satisfactory(C)
916,male,group E,bachelor's degree,standard,completed,100,100,100,Really good(A),Really good(A),Really good(A)
917,female,group C,high school,standard,none,44,61,52,Fail(F),Sufficient(D),Sufficient(D)
918,female,group C,associate's degree,standard,completed,57,77,80,Sufficient(D),Satisfactory(C),Good(B)
919,male,group B,some college,standard,completed,91,96,91,Really good(A),Really good(A),Really good(A)
920,male,group D,high school,free/reduced,none,69,70,67,Satisfactory(C),Satisfactory(C),Satisfactory(C)
921,female,group C,high school,free/reduced,none,35,53,46,Fail(F),Sufficient(D),Fail(F)
922,male,group D,high school,standard,none,72,66,66,Satisfactory(C),Satisfactory(C),Satisfactory(C)
923,female,group B,associate's degree,free/reduced,none,54,65,65,Sufficient(D),Satisfactory(C),Satisfactory(C)
924,male,group D,high school,free/reduced,none,74,70,69,Satisfactory(C),Satisfactory(C),Satisfactory(C)
925,male,group E,some high school,standard,completed,74,64,60,Satisfactory(C),Satisfactory(C),Sufficient(D)
926,male,group E,associate's degree,free/reduced,none,64,56,52,Satisfactory(C),Sufficient(D),Sufficient(D)
927,female,group D,high school,free/reduced,completed,65,61,71,Satisfactory(C),Sufficient(D),Satisfactory(C)
928,male,group E,associate's degree,free/reduced,completed,46,43,44,Fail(F),Fail(F),Fail(F)
929,female,group C,some high school,free/reduced,none,48,56,51,Fail(F),Sufficient(D),Sufficient(D)
930,male,group C,some college,free/reduced,completed,67,74,70,Satisfactory(C),Satisfactory(C),Satisfactory(C)
931,male,group D,some college,free/reduced,none,62,57,62,Sufficient(D),Sufficient(D),Sufficient(D)
932,male,group D,associate's degree,free/reduced,completed,61,71,73,Sufficient(D),Satisfactory(C),Satisfactory(C)
933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
934,male,group C,associate's degree,standard,completed,98,87,90,Really good(A),Good(B),Really good(A)
935,male,group D,some college,free/reduced,none,70,63,58,Satisfactory(C),Sufficient(D),Sufficient(D)
936,male,group A,associate's degree,standard,none,67,57,53,Satisfactory(C),Sufficient(D),Sufficient(D)
937,female,group E,high school,free/reduced,none,57,58,57,Sufficient(D),Sufficient(D),Sufficient(D)
938,male,group D,some college,standard,completed,85,81,85,Good(B),Good(B),Good(B)
939,male,group D,some high school,standard,completed,77,68,69,Satisfactory(C),Satisfactory(C),Satisfactory(C)
940,male,group C,master's degree,free/reduced,completed,72,66,72,Satisfactory(C),Satisfactory(C),Satisfactory(C)
941,female,group D,master's degree,standard,none,78,91,96,Satisfactory(C),Really good(A),Really good(A)
942,male,group C,high school,standard,none,81,66,64,Good(B),Satisfactory(C),Satisfactory(C)
943,male,group A,some high school,free/reduced,completed,61,62,61,Sufficient(D),Sufficient(D),Sufficient(D)
944,female,group B,high school,standard,none,58,68,61,Sufficient(D),Satisfactory(C),Sufficient(D)
945,female,group C,associate's degree,standard,none,54,61,58,Sufficient(D),Sufficient(D),Sufficient(D)
946,male,group B,high school,standard,none,82,82,80,Good(B),Good(B),Good(B)
947,female,group D,some college,free/reduced,none,49,58,60,Fail(F),Sufficient(D),Sufficient(D)
948,male,group B,some high school,free/reduced,completed,49,50,52,Fail(F),Fail(F),Sufficient(D)
949,female,group E,high school,free/reduced,completed,57,75,73,Sufficient(D),Satisfactory(C),Satisfactory(C)
950,male,group E,high school,standard,none,94,73,71,Really good(A),Satisfactory(C),Satisfactory(C)
951,female,group D,some college,standard,completed,75,77,83,Satisfactory(C),Satisfactory(C),Good(B)
952,female,group E,some high school,free/reduced,none,74,74,72,Satisfactory(C),Satisfactory(C),Satisfactory(C)
953,male,group C,high school,standard,completed,58,52,54,Sufficient(D),Sufficient(D),Sufficient(D)
954,female,group C,some college,standard,none,62,69,69,Sufficient(D),Satisfactory(C),Satisfactory(C)
955,male,group E,associate's degree,standard,none,72,57,62,Satisfactory(C),Sufficient(D),Sufficient(D)
956,male,group C,some college,standard,none,84,87,81,Good(B),Good(B),Good(B)
957,female,group D,master's degree,standard,none,92,100,100,Really good(A),Really good(A),Really good(A)
958,female,group D,high school,standard,none,45,63,59,Fail(F),Sufficient(D),Sufficient(D)
959,male,group C,high school,standard,none,75,81,71,Satisfactory(C),Good(B),Satisfactory(C)
960,female,group A,some college,standard,none,56,58,64,Sufficient(D),Sufficient(D),Satisfactory(C)
961,female,group D,some high school,free/reduced,none,48,54,53,Fail(F),Sufficient(D),Sufficient(D)
962,female,group E,associate's degree,standard,none,100,100,100,Really good(A),Really good(A),Really good(A)
963,female,group C,some high school,free/reduced,completed,65,76,75,Satisfactory(C),Satisfactory(C),Satisfactory(C)
964,male,group D,some college,standard,none,72,57,58,Satisfactory(C),Sufficient(D),Sufficient(D)
965,female,group D,some college,standard,none,62,70,72,Sufficient(D),Satisfactory(C),Satisfactory(C)
966,male,group A,some high school,standard,completed,66,68,64,Satisfactory(C),Satisfactory(C),Satisfactory(C)
967,male,group C,some college,standard,none,63,63,60,Sufficient(D),Sufficient(D),Sufficient(D)
968,female,group E,associate's degree,standard,none,68,76,67,Satisfactory(C),Satisfactory(C),Satisfactory(C)
969,female,group B,bachelor's degree,standard,none,75,84,80,Satisfactory(C),Good(B),Good(B)
970,female,group D,bachelor's degree,standard,none,89,100,100,Good(B),Really good(A),Really good(A)
971,male,group C,some high school,standard,completed,78,72,69,Satisfactory(C),Satisfactory(C),Satisfactory(C)
972,female,group A,high school,free/reduced,completed,53,50,60,Sufficient(D),Fail(F),Sufficient(D)
973,female,group D,some college,free/reduced,none,49,65,61,Fail(F),Satisfactory(C),Sufficient(D)
974,female,group A,some college,standard,none,54,63,67,Sufficient(D),Sufficient(D),Satisfactory(C)
975,female,group C,some college,standard,completed,64,82,77,Satisfactory(C),Good(B),Satisfactory(C)
976,male,group B,some college,free/reduced,completed,60,62,60,Sufficient(D),Sufficient(D),Sufficient(D)
977,male,group C,associate's degree,standard,none,62,65,58,Sufficient(D),Satisfactory(C),Sufficient(D)
978,male,group D,high school,standard,completed,55,41,48,Sufficient(D),Fail(F),Fail(F)
979,female,group C,associate's degree,standard,none,91,95,94,Really good(A),Really good(A),Really good(A)
980,female,group B,high school,free/reduced,none,8,24,23,Fail(F),Fail(F),Fail(F)
981,male,group D,some high school,standard,none,81,78,78,Good(B),Satisfactory(C),Satisfactory(C)
982,male,group B,some high school,standard,completed,79,85,86,Satisfactory(C),Good(B),Good(B)
983,female,group A,some college,standard,completed,78,87,91,Satisfactory(C),Good(B),Really good(A)
984,female,group C,some high school,standard,none,74,75,82,Satisfactory(C),Satisfactory(C),Good(B)
985,male,group A,high school,standard,none,57,51,54,Sufficient(D),Sufficient(D),Sufficient(D)
986,female,group C,associate's degree,standard,none,40,59,51,Fail(F),Sufficient(D),Sufficient(D)
987,male,group E,some high school,standard,completed,81,75,76,Good(B),Satisfactory(C),Satisfactory(C)
988,female,group A,some high school,free/reduced,none,44,45,45,Fail(F),Fail(F),Fail(F)
989,female,group D,some college,free/reduced,completed,67,86,83,Satisfactory(C),Good(B),Good(B)
990,male,group E,high school,free/reduced,completed,86,81,75,Good(B),Good(B),Satisfactory(C)
991,female,group B,some high school,standard,completed,65,82,78,Satisfactory(C),Good(B),Satisfactory(C)
992,female,group D,associate's degree,free/reduced,none,55,76,76,Sufficient(D),Satisfactory(C),Satisfactory(C)
993,female,group D,bachelor's degree,free/reduced,none,62,72,74,Sufficient(D),Satisfactory(C),Satisfactory(C)
994,male,group A,high school,standard,none,63,63,62,Sufficient(D),Sufficient(D),Sufficient(D)
995,female,group E,master's degree,standard,completed,88,99,95,Good(B),Really good(A),Really good(A)
996,male,group C,high school,free/reduced,none,62,55,55,Sufficient(D),Sufficient(D),Sufficient(D)
997,female,group C,high school,free/reduced,completed,59,71,65,Sufficient(D),Satisfactory(C),Satisfactory(C)
998,female,group D,some college,standard,completed,68,78,77,Satisfactory(C),Satisfactory(C),Satisfactory(C)
999,female,group D,some college,free/reduced,none,77,86,86,Satisfactory(C),Good(B),Good(B)
